schema_version,experiment_id,run_id,sample_id,flow_id,artifact_flow_id,repeat_id,benchmark_name,record_type,counterexample_id,candidate_index,campaign_index,example_index,input_path,input_hash,input_valid,minimized_input_path,divergence_type,replay_count,replay_success_count,reproducible,used_for_repair,reference_behavior,candidate_behavior,reference_stdout,candidate_stdout,reference_stderr,candidate_stderr,reference_exit_code,candidate_exit_code,reference_signal,candidate_signal,reference_timeout,candidate_timeout,behavior_match,provenance,derived_from_flow_id,derived_from_run_id,independent_run
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,78600c7d8bd0ff81b315414b,1,1,1,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/78600c7d8bd0ff81b315414b.bin,dd3713b1849dc7b2f30a4348d943bfd3199e8ef3f57110f56eaf5487bc531ef8,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KTk8KTk8KTk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwpZRVMKWUVTCg==,Tk8KTk8KTk8KTk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,a2f9f54e1b7d1f006f19700f,1,1,2,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/a2f9f54e1b7d1f006f19700f.bin,ce859bb73abee23d7f9b94e4edfb60276c900bfed379bf26c382492997bf2141,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,58acbbc8dead22cc7d7be9b9,1,1,3,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/58acbbc8dead22cc7d7be9b9.bin,b7e26108fbe2e64a3eb41078ddd24285fb6ee8e390b9ad2f3022c0502c07e9f9,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwo="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KTk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwo=,Tk8KTk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,4849ba0b3bb403a5c7486556,1,1,4,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/4849ba0b3bb403a5c7486556.bin,1bac6b8d156b6481a797f6a5120e41fb589d9a9df5d427ecb79db592182381dd,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCg==,Tk8KWUVTCg==,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,ef1c1ad60ff0e1cc7c3d5522,1,1,5,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/ef1c1ad60ff0e1cc7c3d5522.bin,467eb128675e646167b6dddffe145950f24d512f552c43307d688460ba63146b,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KTk8KTk8KTk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwpZRVMKWUVTCg==,Tk8KTk8KTk8KTk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,64014d569a74ed447fc00dff,1,1,6,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/64014d569a74ed447fc00dff.bin,d19c787016a0ac4e46bb6c57a3901628e8703bf971d0787e94b81cacb485ab18,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KTk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCg==,Tk8KTk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,60f40141152f3f1e9ffe,p00033,F5,F3,0,s763935897,counterexample,d69cb57e1575d489c33e4689,1,1,7,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/d69cb57e1575d489c33e4689.bin,0bc8a8697dec13fdaff4e851e1e360ea385ebe134f86fb18e989008db5c88c53,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpOTwpZRVMK"", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8KTk8KTk8KTk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwpOTwpZRVMK,Tk8KTk8KTk8KTk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,8972b97b9fb0d3fd1c9e,p00033,F2,F5,0,s763935897,counterexample,776335586c0280cd20cfca45,1,1,1,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/776335586c0280cd20cfca45.bin,2c16a544d8c7a94ce1f25502fe22c790f51efa321652ed98219cd9ca710533c9,True,,MIXED_DIVERGENCE,2,2,True,False,"{""exit_code"": -6, ""stderr_base64"": ""bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo="", ""stdout_base64"": """", ""terminating_signal"": 6, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}",,WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCg==,bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo=,,-6,0,6,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,725eec3a005fc8d9d8a1,p00327,F5,F3,0,s356526576,counterexample,09d5fb7fce4756b5f48a9173,2,2,1,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/09d5fb7fce4756b5f48a9173.bin,3f11ad6bbc7ecca0b2416b713dee77f1a635c00aaeaa946e14cde1c2bfae56d5,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""bm8K"", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""eWVzCg=="", ""terminating_signal"": null, ""timeout_status"": false}",bm8K,eWVzCg==,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260728_124405,725eec3a005fc8d9d8a1,p00327,F5,F3,0,s356526576,counterexample,6c26b8c821812209c97654a5,2,2,2,/home/dungbv/clau/reports/experiment_20260728_124405/counterexample_inputs/6c26b8c821812209c97654a5.bin,71e9e456c14b860b4d0fefcc66850bbd20f29c1a02cf405b68459bd8e4dfa7b8,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""bm8K"", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""eWVzCg=="", ""terminating_signal"": null, ""timeout_status"": false}",bm8K,eWVzCg==,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
