schema_version,experiment_id,run_id,sample_id,flow_id,artifact_flow_id,repeat_id,benchmark_name,record_type,counterexample_id,candidate_index,campaign_index,example_index,input_path,input_hash,input_valid,minimized_input_path,divergence_type,replay_count,replay_success_count,reproducible,used_for_repair,reference_behavior,candidate_behavior,reference_stdout,candidate_stdout,reference_stderr,candidate_stderr,reference_exit_code,candidate_exit_code,reference_signal,candidate_signal,reference_timeout,candidate_timeout,behavior_match,provenance,derived_from_flow_id,derived_from_run_id,independent_run
2.0,experiment_20260801_182616,38b37f7a8adb95a8f616,p00033,F2,F2,0,s763935897,counterexample,a67310d535b9e0cf64d0fa83,1,1,1,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/a67310d535b9e0cf64d0fa83.bin,f31f097342d9be447fd99ec426910ce01850a445c8d2ff659670493f801194a2,True,,MIXED_DIVERGENCE,2,2,True,False,"{""exit_code"": -6, ""stderr_base64"": ""bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo="", ""stdout_base64"": """", ""terminating_signal"": 6, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwo="", ""terminating_signal"": null, ""timeout_status"": false}",,WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwo=,bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo=,,-6,0,6,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,6cf9a57e412cc791bea9,p00033,F3,F3,0,s763935897,counterexample,dc8699ce07fa937553babd5d,1,1,1,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/dc8699ce07fa937553babd5d.bin,3a5c3ca184dc5008ca059450da3a9685739c4bfd2cb978abc7a4517d43602f0e,True,,OUTPUT_MISMATCH,2,2,True,True,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCllFUwpZRVMK"", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCllFUwpZRVMK,WUVTCllFUwpZRVMKWUVTCg==,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,6cf9a57e412cc791bea9,p00033,F3,F3,0,s763935897,counterexample,9d5a23c79da4f22b1ca26214,1,1,2,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/9d5a23c79da4f22b1ca26214.bin,f31f097342d9be447fd99ec426910ce01850a445c8d2ff659670493f801194a2,True,,MIXED_DIVERGENCE,2,2,True,True,"{""exit_code"": -6, ""stderr_base64"": ""bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo="", ""stdout_base64"": """", ""terminating_signal"": 6, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwo="", ""terminating_signal"": null, ""timeout_status"": false}",,WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwo=,bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo=,,-6,0,6,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,6d9ec5d5517fee13afb5,p00033,F4,F4,0,s763935897,counterexample,f3e6c175f70de0c7c93be99d,1,1,1,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/f3e6c175f70de0c7c93be99d.bin,643f3ab9cd7cb23dd31dc43711bc209dbc14bb26bdfcaaf518859f3e05baf8b0,True,,MIXED_DIVERGENCE,2,2,True,True,"{""exit_code"": -6, ""stderr_base64"": ""bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo="", ""stdout_base64"": """", ""terminating_signal"": 6, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}",,WUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCllFUwpZRVMKWUVTCg==,bWFsbG9jKCk6IGNvcnJ1cHRlZCB0b3Agc2l6ZQo=,,-6,0,6,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,a2f9f54e1b7d1f006f19700f,1,1,1,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/a2f9f54e1b7d1f006f19700f.bin,ce859bb73abee23d7f9b94e4edfb60276c900bfed379bf26c382492997bf2141,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,58acbbc8dead22cc7d7be9b9,1,1,2,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/58acbbc8dead22cc7d7be9b9.bin,b7e26108fbe2e64a3eb41078ddd24285fb6ee8e390b9ad2f3022c0502c07e9f9,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwo="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwo=,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,78600c7d8bd0ff81b315414b,1,1,3,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/78600c7d8bd0ff81b315414b.bin,dd3713b1849dc7b2f30a4348d943bfd3199e8ef3f57110f56eaf5487bc531ef8,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCllFUwpZRVMKWUVTCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCllFUwpZRVMKWUVTCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,4849ba0b3bb403a5c7486556,1,1,4,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/4849ba0b3bb403a5c7486556.bin,1bac6b8d156b6481a797f6a5120e41fb589d9a9df5d427ecb79db592182381dd,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,936187cdcd0a9db5fbcfc16e,1,1,5,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/936187cdcd0a9db5fbcfc16e.bin,ba157115cb34025c137e723675e297699166c7eeee445d1c1791ba171c289cec,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
2.0,experiment_20260801_182616,a52546cda699c96ede33,p00033,F5,F5,0,s763935897,counterexample,0cd82a5f89d1e3e263cdf2f5,1,1,6,/home/dungbv/clau/reports/experiment_20260801_182616/counterexample_inputs/0cd82a5f89d1e3e263cdf2f5.bin,60316427e1acea57afa6b41eb2c35b3d3cb0b64d8d38bdb8204a6f85fe8acca3,True,,OUTPUT_MISMATCH,2,2,True,False,"{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""WUVTCk5PCg=="", ""terminating_signal"": null, ""timeout_status"": false}","{""exit_code"": 0, ""stderr_base64"": """", ""stdout_base64"": ""Tk8K"", ""terminating_signal"": null, ""timeout_status"": false}",WUVTCk5PCg==,Tk8K,,,0,0,,,False,False,False,confirmed historical mismatch; replay count from implementation default,,,
